VendorNumber,VendorName,Brand,Description,PurchasePrice,TotalPurchaseQuantity,TotalPurchaseDollars,Volume,ActualPrice,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseratio
1128,"BROWN-FORMAN CORP",1233,"Jack Daniels No 7 Black",26.27,145080,3811251.5999999642,1750,36.99,5101919.510000559,672819.3099998693,142049,260999.2000000145,68601.68000000001,1290667.9100005943,25.29769251495802,0.9791080783016267,1.3386467348418054
4425,"MARTIGNETTI COMPANIES",3405,"Tito's Handmade Vodka",23.19,164038,3804041.220000017,1750,28.99,4819073.490000401,561512.3699999085,160247,294438.6600000097,144929.24,1015032.2700003837,21.0628095235854,0.9768895012131336,1.2668299871893551
17035,"PERNOD RICARD USA",8068,"Absolut 80 Proof",18.24,187407,3418303.6799999727,1750,24.99,4538120.600000365,461140.1499998849,187140,343854.07000000787,123780.21999999997,1119816.920000392,24.675785830819525,0.9985752933454993,1.3275943347433663
3960,"DIAGEO NORTH AMERICA INC",4261,"Capt Morgan Spiced Rum",16.17,201682,3261197.9400000023,1750,22.99,4475972.880000464,420050.0099998967,200412,368242.8000000149,257032.07000000007,1214774.9400004614,27.139908408031634,0.9937029581221923,1.372493470911631
3960,"DIAGEO NORTH AMERICA INC",3545,"Ketel One Vodka",21.89,138109,3023206.009999979,1750,29.99,4223107.620000436,545778.2799998876,135838,249587.83000001253,257032.07000000007,1199901.6100004571,28.412764200414415,0.9835564662693959,1.3968970708683084
480,"BACARDI USA INC",3858,"Grey Goose Vodka",17.77,138809,2466635.929999991,750,23.99,3383912.4000005093,446932.08999989054,141860,111699.18999999705,89286.26999999999,917276.4700005185,27.106980369834055,1.0219798428055817,1.3718734730343938
17035,"PERNOD RICARD USA",2589,"Jameson Irish Whiskey",30.76,70783,2177285.079999994,1750,39.99,2773367.729999988,614529.3399998964,69627,127931.66999998408,123780.21999999997,596082.6499999939,21.493098212403172,0.9836683949535906,1.2737733590678881
3960,"DIAGEO NORTH AMERICA INC",3102,"Smirnoff Traveler",12.94,161386,2088334.83999999,1750,17.99,2592041.349999925,292586.2899999302,148265,272422.6000000083,257032.07000000007,503706.50999993505,19.432811517453207,0.9186980283295949,1.2412000701956099
3960,"DIAGEO NORTH AMERICA INC",3489,Tanqueray,20.73,91835,1903739.5500000105,1750,27.99,2640491.190000111,503661.01999988995,90481,166244.44000000262,257032.07000000007,736751.6400001002,27.90206772097086,0.9852561659498013,1.3870023291789553
12546,"JIM BEAM BRANDS COMPANY",1376,"Jim Beam",16.29,108866,1773427.1400000053,1750,21.99,2435393.38999984,426902.77999989083,107061,196707.35000000568,123880.96999999999,661966.2499998347,27.181080999808337,0.9834199842007606,1.3732694933268208
17035,"PERNOD RICARD USA",2585,"Jameson Irish Whiskey",16.42,93205,1530426.099999986,750,22.99,2148965.5299997157,436011.6399998929,91247,71840.57000000637,123780.21999999997,618539.4299997299,28.783124780964343,0.9789925433184915,1.4041615795756068
3960,"DIAGEO NORTH AMERICA INC",2757,"Johnnie Walker Red Label",22.38,66942,1498161.959999991,1750,29.99,1840615.669999787,442856.1999999129,61433,112875.18999998401,257032.07000000007,342453.70999979577,18.605389249991305,0.917704878850348,1.2285825692702796
480,"BACARDI USA INC",2663,"Dewars White Label",21.42,69001,1478001.4199999943,1750,29.99,2189368.779999833,495957.82999989664,70122,128839.07999998711,89286.26999999999,711367.3599998388,32.49189293728272,1.0162461413602701,1.4813035700600623
10000,"MAJESTIC FINE WINES",6570,"Kendall Jackson Chard Vt RSV",6.77,215668,1460072.3599999964,750,10.99,2326007.779999907,189608.95999997697,214238,24083.770000001787,17587.59,865935.4199999108,37.22839740458414,0.9933694382105829,1.5930770581808102
9165,"ULTRA BEVERAGE COMPANY LLP",3650,"Patron Silver Tequila",33.81,42951,1452173.3099999612,750,48.99,2009508.6099997887,662320.0399999034,41639,32783.0900000035,68054.70000000003,557335.2999998275,27.734904803412917,0.9694535633629019,1.3837939288388674
3960,"DIAGEO NORTH AMERICA INC",2753,"Johnnie Walker Black Label",44.77,31596,1414552.919999994,1750,59.99,1739044.279999906,507291.4299999482,28372,52133.71999999593,257032.07000000007,324491.35999991186,18.659177556992937,0.897961767312318,1.22939499499242
17035,"PERNOD RICARD USA",5364,Kahlua,23.07,60645,1399080.150000003,1750,29.99,1844950.2899997348,504735.05999989586,59771,109817.0699999855,123780.21999999997,445870.1399997319,24.1670543871291,0.9855882595432435,1.3186880608660847
3960,"DIAGEO NORTH AMERICA INC",8082,"Baileys Irish Cream",21.73,64249,1396130.7700000065,1750,33.99,2068091.159999784,494487.6499999042,65184,119767.48999998723,257032.07000000007,671960.3899997775,32.49181675337018,1.0145527556849134,1.4813018983886261
3960,"DIAGEO NORTH AMERICA INC",8680,"Crown Royal",28.88,47546,1373128.4800000107,1750,39.99,1884307.3399997673,596574.929999897,47966,88129.79999998568,257032.07000000007,511178.85999975656,27.128210411780262,1.0088335506667228,1.3722731466466653
3960,"DIAGEO NORTH AMERICA INC",4260,"Capt Morgan Original Barrel",16.66,79078,1317439.4799999993,1750,21.99,1635666.5799999442,121065.2500000112,79042,145234.9500000005,257032.07000000007,318227.0999999449,19.455499298637978,0.9995447532815701,1.2415496915273445
480,"BACARDI USA INC",3348,"Bombay Sapphire Gin",22.38,57349,1283470.6199999924,1750,29.99,1766391.119999798,460087.9499999081,56888,104524.53999998761,89286.26999999999,482920.4999998056,27.339386760496215,0.9919614988927444,1.3762614371334876
480,"BACARDI USA INC",3857,"Grey Goose Vodka",38.27,33388,1277758.7599999898,1750,49.99,1699669.5499998508,589137.7899999224,32945,60533.429999990025,89286.26999999999,421910.78999986104,24.82310693863393,0.9867317599137415,1.3301959675078763
8664,"STOLI GROUP,(USA) LLC",8112,Stolichnaya,19.52,61936,1208990.7199999886,1750,24.99,1528730.2699997823,392353.53999991255,61323,112669.44999998584,18544.489999999998,319739.54999979376,20.915367234786245,0.9901026866442779,1.2644681590275537
480,"BACARDI USA INC",126,"Grey Goose Vodka",20.14,59878,1205942.919999994,1000,32.99,1736610.8699998797,294049.48999996006,58013,60913.65000000229,89286.26999999999,530667.9499998856,30.557677552710604,0.9688533351147333,1.4400440030775985
12546,"JIM BEAM BRANDS COMPANY",3512,"Pinnacle Vodka",11.76,101480,1193404.7999999942,1750,16.99,1624366.6199997105,306439.93999991653,98938,181782.13000000623,123880.96999999999,430961.81999971624,26.531068460381995,0.9749507292077256,1.3611195631186654
12546,"JIM BEAM BRANDS COMPANY",2120,"Canadian Club",12.21,97473,1190145.3300000066,1750,16.99,1554498.39999971,307670.1999999177,94960,174471.93000000203,123880.96999999999,364353.06999970344,23.43862624752598,0.9742185015337581,1.306141662547801
7245,"PROXIMO SPIRITS INC.",8159,"Jose Cuervo Especial",19.69,59088,1163442.720000018,1750,25.99,1549701.8999997717,431497.80999990343,58610,107685.02999998446,38994.78000000001,386259.17999975383,24.92474068721286,0.9919103709721094,1.3319967312183172
480,"BACARDI USA INC",4243,"Bacardi Superior Rum",14.49,76389,1106876.610000004,1750,19.99,1657809.5899997752,342678.8499999174,77041,141551.60999999248,89286.26999999999,550932.9799997711,33.23258493153281,1.0085352603123487,1.4977365814964407
8112,"MOET HENNESSY USA INC",6654,"Veuve Clicquot Brut Yellow",27.2,40380,1098335.9999999974,750,39.99,1584665.4099999077,349562.0599999733,38506,4316.35999999995,48347.26,486329.4099999103,30.689722065678115,0.9535908865775137,1.4427874621244423
3960,"DIAGEO NORTH AMERICA INC",8512,"Baileys Irish Cream",14.72,72952,1073853.4400000225,750,19.99,1456174.7799997765,340626.12999991875,73122,57570.690000006565,257032.07000000007,382321.339999754,26.255182087401117,1.0023302993749315,1.3560274854637016
7245,"PROXIMO SPIRITS INC.",3802,"Three Olives Vodka",13.43,77066,1034996.3799999995,1750,18.99,1408627.7799997577,331726.62999992317,74722,137288.5799999888,38994.78000000001,373631.3999997581,26.524494639728204,0.9695845119767472,1.3609977843591667
11567,"CAMPARI AMERICA",3826,"Skyy Vodka",15.74,65382,1029112.6800000162,1750,19.99,1327401.119999779,352821.77999991283,64388,118298.36999998645,20964.809999999998,298288.4399997627,22.47161280079471,0.9847970389403812,1.289850126032611
8112,"MOET HENNESSY USA INC",42188,"Moet & Chandon Nectar Imp Rs",34.01,29829,1014484.2899999978,750,52.99,1533634.519999969,132343.6700000056,29498,3314.2299999999736,48347.26,519150.2299999712,33.85097448119397,0.9889034161386571,1.5117380674273155
17035,"PERNOD RICARD USA",3423,Beefeater,21.25,46163,980963.75,1750,26.99,1177834.3799998525,367508.0099999269,44762,82244.15999998542,123780.21999999997,196870.6299998525,16.71462756927482,0.9696510192145225,1.2006910347093382
8004,"SAZERAC CO INC",5138,"Fireball Cinnamon Whisky",11.1,87954,976289.4000000086,750,13.99,1174428.3599998045,257643.30999993792,84289,66360.95000000767,50293.62000000002,198138.9599997959,16.871098037842756,0.9583304909384451,1.2029510511942403
17035,"PERNOD RICARD USA",5734,"Malibu Rum",15.82,61639,975128.9800000117,1750,21.99,1293182.9799998398,315290.1799999338,60102,110429.44999998703,123780.21999999997,318053.99999982805,24.594663316699965,0.9750644883920895,1.3261660831778626
480,"BACARDI USA INC",4227,"Bacardi Superior Rum Trav",14.17,68294,967725.9799999999,1750,17.99,1323223.529999905,177578.64999999318,75147,138074.08999999802,89286.26999999999,355497.54999990517,26.866023913581,1.100345564764108,1.3673535250132534
4425,"MARTIGNETTI COMPANIES",3505,"Tito's Handmade Vodka",13.76,69299,953554.2399999849,750,18.99,1355204.969999795,331321.58999991673,70603,55584.91000000613,144929.24,401650.7299998102,29.637637028432014,1.0188170103464695,1.42121435063811
1128,"BROWN-FORMAN CORP",1232,"Jack Daniels No 7 Black",15.93,52932,843206.7599999654,750,22.99,1255188.9399997946,394500.85999991104,53206,41888.060000005324,68601.68000000001,411982.17999982915,32.82232394430567,1.0051764528073754,1.4885897499207028
12546,"JIM BEAM BRANDS COMPANY",1385,"Makers Mark",20.45,41048,839431.600000015,750,26.99,1034144.8499998584,396827.6499999206,37615,29615.600000003382,123880.96999999999,194713.24999984342,18.82843104617985,0.9163662054180471,1.2319584466439433
8004,"SAZERAC CO INC",5103,"Fireball Cinnamon Whisky",17.14,44198,757553.7199999918,1750,23.99,1093841.6699998477,364814.6399999255,43533,79984.57999998568,50293.62000000002,336287.94999985583,30.743750144379,0.984954070319924,1.4439130072516302
17035,"PERNOD RICARD USA",8000,"The Glenlivet 12 Yr Single",53.96,13759,742435.6400000099,1750,67.99,910688.899999942,453044.27999996115,13210,24275.30999999968,123780.21999999997,168253.25999993214,18.475382756937396,0.960098844392761,1.2266233609150685
3960,"DIAGEO NORTH AMERICA INC",2432,"Crown Royal",17.59,41893,736897.8699999994,750,22.99,967005.9399998506,361149.7899999199,41506,32678.120000003866,257032.07000000007,230108.06999985117,23.79593138795887,0.990762179839114,1.312265891065544
17035,"PERNOD RICARD USA",5365,Kahlua,14.84,48583,720971.720000001,750,18.99,932815.8499998393,323296.7599999222,48615,38272.73000000486,123780.21999999997,211844.1299998383,22.710176933622513,1.0006586666117778,1.2938314002105908
3960,"DIAGEO NORTH AMERICA INC",3876,"Smirnoff 80 Proof",13.95,50962,710919.900000001,1750,19.99,1210481.3399998345,298050.9599999317,64266,118078.449999987,257032.07000000007,499561.4399998336,41.269652285585984,1.2610572583493584,1.7026972236954303
1392,"CONSTELLATION BRANDS INC",3913,"Svedka Vodka",14.28,48481,692308.679999981,1750,17.99,875307.9499998783,271014.4299999417,47805,87832.82999998739,79528.99,182999.26999989734,20.906844271198814,0.9860563932262123,1.2643319017752346
8004,"SAZERAC CO INC",3522,"Platinum 7X Distilled Vodka",9.62,71899,691668.3799999993,1750,12.99,914148.489999854,232302.77999995163,70351,129253.369999989,50293.62000000002,222480.1099998547,24.337414811010653,0.9784697979109584,1.3216571935814891
1392,"CONSTELLATION BRANDS INC",2114,"Black Velvet Canadian Whisky",9.41,73227,689066.0700000053,1750,12.99,948838.5699998497,229797.42999995052,72043,132364.7099999849,79528.99,259772.49999984435,27.377944806763654,0.9838311005503435,1.3769921511297782
4425,"MARTIGNETTI COMPANIES",11219,"Josh Cellars Cab Svgn Sonoma",8.44,80030,675453.1999999977,750,12.99,1095045.0399999167,199092.26999998596,78392,8799.819999999914,144929.24,419591.83999991894,38.3173134138803,0.9795326752467824,1.6212004621488512
9552,"M S WALKER INC",3893,"Zhenka 80 Proof",7.93,81447,645874.710000001,1750,9.99,816412.7699998668,171058.7699999927,81723,150149.62999999925,55551.819999999985,170538.05999986583,20.888705599239174,1.0033887067663634,1.2640420152073544
1128,"BROWN-FORMAN CORP",811,"Jack Daniels No 7 Black",19.84,32554,645871.3599999968,1000,29.99,937915.3599999225,253234.69999997146,32064,33667.1999999981,68601.68000000001,292043.9999999256,31.137564481292827,0.9849480862566812,1.4521705374889622
3960,"DIAGEO NORTH AMERICA INC",2443,"Seagrams VO",13.48,47654,642375.9200000033,1750,16.99,902489.5399998736,273169.2599999477,47446,87173.56999998497,257032.07000000007,260113.6199998703,28.821787784920673,0.9956352037604398,1.4049243004000975
660,"SAZERAC NORTH AMERICA INC.",2127,"Canadian Ltd",7.19,86887,624717.5300000019,1750,10.49,899110.5499998573,183132.55999998274,86195,158367.2099999975,17932.329999999994,274393.01999985543,30.51827386519922,0.9920356324881743,1.439227341675292
1392,"CONSTELLATION BRANDS INC",6682,"R M Woodbridge Chard Cal",6.03,101547,612328.4100000157,1500,8.99,1016328.6099998966,161300.3499999999,101339,22776.050000001345,79528.99,404000.19999988086,39.75094236498193,0.9979516873959842,1.6597769977712948
3960,"DIAGEO NORTH AMERICA INC",3798,"Ciroc Apple Vodka",19.83,30830,611358.9000000013,750,28.99,748067.529999948,157601.6800000024,29647,23348.150000002035,257032.07000000007,136708.6299999467,18.27490494072857,0.9616282841388258,1.2236143613840356
3960,"DIAGEO NORTH AMERICA INC",4262,"Capt Morgan Spiced Rum",11.19,54552,610436.8800000096,750,13.99,862422.8999998781,241540.9299999526,55710,43861.64000000501,257032.07000000007,251986.0199998686,29.218382304076595,1.0212274527056753,1.412796192785509
1128,"BROWN-FORMAN CORP",2015,"Jack Daniels Tennessee Honey",18.1,33715,610241.5000000116,750,22.99,771010.3099998921,303753.1499999447,32969,25959.910000003314,68601.68000000001,160768.8099998805,20.851706898692832,0.9778733501408868,1.263451125496836
12546,"JIM BEAM BRANDS COMPANY",1737,"Makers Mark",34.3,17537,601519.0999999874,1750,51.99,823521.1099999265,432234.77999995113,16089,29564.919999998816,123880.96999999999,222002.00999993912,26.957658681021417,0.9174317158008781,1.369068928983209
4425,"MARTIGNETTI COMPANIES",38370,"Oyster Bay Svgn Bl Marlboro",6.59,91140,600612.6000000028,750,9.95,890334.4099999663,124833.9799999907,90267,10138.880000000456,144929.24,289721.8099999635,32.540785433641105,0.9904213298222515,1.482377176236333
6785,"PALM BAY INTERNATIONAL INC",6937,"Cavit Pinot Grigio",6.75,88752,599076,1500,9.99,945345.0199999199,164272.28999999003,87974,19771.2700000009,13605.409999999998,346269.0199999199,36.628851125692634,0.9912340003605552,1.5780051612815735
8112,"MOET HENNESSY USA INC",4689,"Hennessy Privilege VSOP",33.33,17838,594540.5399999992,750,45.99,858571.9499999759,177136.36999999706,18005,14178.850000000471,48347.26,264031.40999997663,30.752391805949873,1.009362036102702,1.4440931984217207
4425,"MARTIGNETTI COMPANIES",3040,"Tito's Handmade Vodka",16.54,35922,594149.8800000007,1000,23.99,842326.9899999202,253126.1799999653,34901,36646.04999999875,144929.24,248177.10999991954,29.463274114004474,0.9715773063860587,1.4177011867778535
17035,"PERNOD RICARD USA",3625,"Absolut 80 Proof",12.59,45969,578749.7100000018,750,16.99,785296.9399998756,270297.41999994346,44406,34961.13000000416,123780.21999999997,206547.2299998738,26.301799928050972,0.9659988252953077,1.3568852414627959
8112,"MOET HENNESSY USA INC",7865,"Moet & Chandon Imperial",23.97,24088,577389.3600000006,750,34.99,834892.0999999518,249582.15999997742,23290,2606.529999999897,48347.26,257502.7399999512,30.842637030577496,0.9668714712720027,1.445977632840257
12546,"JIM BEAM BRANDS COMPANY",1346,"Knob Creek Bourbon",22.55,25540,575926.9999999879,750,29.99,684455.559999909,350154.70999994385,22144,17438.070000002335,123880.96999999999,108528.55999992113,15.856187945925306,0.8670321064996085,1.1884415212343291
7239,"REMY COINTREAU USA INC",5242,"Cointreau Liqueur",22.05,25361,559210.049999982,750,29.99,763368.2999999058,351898.2699999421,24770,19504.750000002397,16978.669999999995,204158.24999992375,26.74439716712745,0.9766965025038444,1.3650832992002384
7239,"REMY COINTREAU USA INC",4722,"Remy Martin VSOP Cognac",27.77,19910,552900.699999996,750,34.99,665392.6299999654,204514.66999998927,18637,14677.690000000975,16978.669999999995,112491.92999996943,16.90609798307734,0.9360622802611753,1.2034577456674775
4425,"MARTIGNETTI COMPANIES",6967,"Santa Margherita Pnt Grigio",11.89,46257,549995.7299999958,750,19.99,923055.2499999445,185950.7400000011,46511,5216.39999999995,144929.24,373059.5199999487,40.41573026099696,1.0054910608124177,1.6782953024016232
8664,"STOLI GROUP,(USA) LLC",3630,"Stolichnaya Razberi",19.83,27479,544908.5700000081,1750,24.99,700960.7799999095,298569.6099999499,27622,50751.80999998989,18544.489999999998,156052.20999990136,22.262616461925518,1.0052039739437388,1.2863823742025182
1128,"BROWN-FORMAN CORP",2760,"Jack Daniels Tennessee Honey",28.02,19219,538516.3799999941,1750,38.99,701171.4999999332,345701.1999999554,18250,33536.42999999827,68601.68000000001,162655.1199999391,23.19762283549098,0.9495811436599199,1.3020430316343226
3960,"DIAGEO NORTH AMERICA INC",8178,"Bulleit Bourbon",18.51,28421,526072.7099999945,750,25.99,724379.9599999145,301943.55999995157,27204,21421.640000002433,257032.07000000007,198307.24999992002,27.376136965459867,0.9571795503325006,1.376957873370626
3089,"SIDNEY FRANK IMPORTING CO",5445,"Jagermeister Liqueur",11.76,44330,521320.79999999225,750,15.99,661672.6699998857,253884.33999994624,41133,32383.340000004264,8549.550000000001,140351.86999989348,21.21167706683695,0.9278817956237311,1.2692236143271007
3252,"E & J GALLO WINERY",14006,"Apothic Winemakers Red Blend",5.44,94779,515597.7599999958,750,9.99,812899.3799999028,143899.93000001824,91600,10283.260000000004,61966.909999999996,297301.619999907,36.57299135840681,0.9664588147163401,1.5766154220683763
3664,"WILLIAM GRANT & SONS INC",3238,"Hendrick's Gin",22.83,22352,510296.1600000083,750,29.99,632474.5299999345,294114.63999996043,20847,16416.800000001735,30234.42000000001,122178.36999992619,19.31751623262028,0.9326682176091625,1.2394263950564006
12546,"JIM BEAM BRANDS COMPANY",3980,"Hornitos Reposado Tequila",31.99,15805,505601.95000000263,1750,39.99,565522.1899999427,323365.6199999569,15381,28264.5099999988,123880.96999999999,59920.23999994004,10.595559477506287,0.9731730465042708,1.118512675831135
